"id","language","bank","card","merchant","merchantPhone","benefit","tAndCLink","from","to","storeLocation","imageUrl","cuisineType"
"CB-1172","zh_TW","Citibank","""Citi® Ultima Card"",""Citi Prestige® 信用卡"",""Citi® PremierMiles 信用卡"",""Citi® Rewards 信用卡及八達通"",""Citi® 白金卡""","聘珍樓","28689229","""晚餐主餐牌9折""","https://www.citibank.com.hk/chinese/credit-cards/promotions-year-round-privileges.htm?lid=HKENCBLCCLNTLYEARROUNDOFFERSCCLN","2014-07-01","2016-12-31","""香港島中環干諾道中41號盈置大廈地下G05號舖及1樓107-108號舖 "",""香港島銅鑼灣勿地臣街1號時代廣場食通天11樓1102號舖 "",""九龍鑽石山龍蟠街3號荷里活廣場2樓208室 "",""九龍觀塘觀塘道392號創紀之城6期6樓""","https://www.citibank.com.hk/english/credit-cards/images/logo/img1172.jpg","chinese"
"CB-1565","zh_TW","Citibank","""Citi® Ultima Card"",""Citi Prestige® 信用卡"",""Citi® PremierMiles 信用卡"",""Citi® Rewards 信用卡及八達通"",""Citi® 白金卡""","北海道毘沙門零","23779944","""食品及飲品9折""","https://www.citibank.com.hk/chinese/credit-cards/promotions-year-round-privileges.htm?lid=HKENCBLCCLNTLYEARROUNDOFFERSCCLN","2016-01-01","2016-12-31","""九龍佐敦彌敦道222號恒豐中心地庫3層""","https://www.citibank.com.hk/english/credit-cards/images/logo/img1565.jpg","asian,japanese"
"CB-1073","zh_TW","Citibank","""Citi® Ultima Card"",""Citi Prestige® 信用卡"",""Citi® PremierMiles 信用卡"",""Citi® Rewards 信用卡及八達通"",""Citi® 白金卡""","金域假日酒店 - Bistro on the Mile","23151118","""午市、下午茶、晚市及宵夜自助餐85折""","https://www.citibank.com.hk/chinese/credit-cards/promotions-year-round-privileges.htm?lid=HKENCBLCCLNTLYEARROUNDOFFERSCCLN","2016-01-01","2016-12-31","""九龍尖沙咀彌敦道50號金域假日酒店1樓""","https://www.citibank.com.hk/english/credit-cards/images/logo/img1073.jpg","hotel"
"CB-1074","zh_TW","Citibank","""Citi® Ultima Card"",""Citi Prestige® 信用卡"",""Citi® PremierMiles 信用卡"",""Citi® Rewards 信用卡及八達通"",""Citi® 白金卡""","金域假日酒店 - 夏利吧","23693111","""食品及飲品85折""","https://www.citibank.com.hk/chinese/credit-cards/promotions-year-round-privileges.htm?lid=HKENCBLCCLNTLYEARROUNDOFFERSCCLN","2016-01-01","2016-12-31","""九龍尖沙咀彌敦道50號金域假日酒店閣樓""","https://www.citibank.com.hk/english/credit-cards/images/logo/img1074.jpg","hotel"
"CB-1071","zh_TW","Citibank","""Citi® Ultima Card"",""Citi Prestige® 信用卡"",""Citi® PremierMiles 信用卡"",""Citi® Rewards 信用卡及八達通"",""Citi® 白金卡""","金域假日酒店 - 龍苑中菜廳  ","23151006","""午餐及晚餐85折""","https://www.citibank.com.hk/chinese/credit-cards/promotions-year-round-privileges.htm?lid=HKENCBLCCLNTLYEARROUNDOFFERSCCLN","2016-01-01","2016-12-31","""九龍尖沙咀彌敦道50號金域假日酒店低層1樓""","https://www.citibank.com.hk/english/credit-cards/images/logo/img1071.jpg","hotel"
"CB-1070","zh_TW","Citibank","""Citi® Ultima Card"",""Citi Prestige® 信用卡"",""Citi® PremierMiles 信用卡"",""Citi® Rewards 信用卡及八達通"",""Citi® 白金卡""","金域假日酒店 - Osteria 意大利餐廳","23151010","""午餐及晚餐85折""","https://www.citibank.com.hk/chinese/credit-cards/promotions-year-round-privileges.htm?lid=HKENCBLCCLNTLYEARROUNDOFFERSCCLN","2016-01-01","2016-12-31","""九龍尖沙咀彌敦道50號金域假日酒店閣樓""","https://www.citibank.com.hk/english/credit-cards/images/logo/img1070.jpg","hotel"
"CB-1500","zh_TW","Citibank","""Citi® Ultima Card"",""Citi Prestige® 信用卡"",""Citi® PremierMiles 信用卡"",""Citi® Rewards 信用卡及八達通"",""Citi® 白金卡""","燕之家","26028488","""正價貨品9折""","https://www.citibank.com.hk/chinese/credit-cards/promotions-year-round-privileges.htm?lid=HKENCBLCCLNTLYEARROUNDOFFERSCCLN","2016-01-01","2016-12-31","""新界沙田沙田廣場3樓52號舖"",""新界屯門屯門時代廣場2樓13B號舖"",""九龍尖沙咀彌敦道20號祟光百貨地庫1樓B1-10B號舖"",""香港島銅鑼灣軒尼詩道555號祟光百貨地庫2樓B2-24B2號舖""","https://www.citibank.com.hk/english/credit-cards/images/logo/img1500.jpg","others"
"CB-761","zh_TW","Citibank","""Citi® Ultima Card"",""Citi Prestige® 信用卡"",""Citi® PremierMiles 信用卡"",""Citi® Rewards 信用卡及八達通"",""Citi® 白金卡""","香港天際萬豪酒店 - 萬豪中菜廳","39692888","""食品及飲品8折"",""食品及飲品9折""","https://www.citibank.com.hk/chinese/credit-cards/promotions-year-round-privileges.htm?lid=HKENCBLCCLNTLYEARROUNDOFFERSCCLN","2016-01-01","2016-12-31","""離島大嶼山香港國際機場航天城東路一號香港天際萬豪酒店M層""","https://www.citibank.com.hk/english/credit-cards/images/logo/img761.jpg","hotel"
"CB-760","zh_TW","Citibank","""Citi® Ultima Card"",""Citi Prestige® 信用卡"",""Citi® PremierMiles 信用卡"",""Citi® Rewards 信用卡及八達通"",""Citi® 白金卡""","香港天際萬豪酒店 - 天際咖啡室","39692500","""食品及飲品8折"",""食品及飲品9折""","https://www.citibank.com.hk/chinese/credit-cards/promotions-year-round-privileges.htm?lid=HKENCBLCCLNTLYEARROUNDOFFERSCCLN","2016-01-01","2016-12-31","""離島大嶼山香港國際機場航天城東路一號香港天際萬豪酒店1樓""","https://www.citibank.com.hk/english/credit-cards/images/logo/img760.jpg","hotel"
"CB-763","zh_TW","Citibank","""Citi® Ultima Card"",""Citi Prestige® 信用卡"",""Citi® PremierMiles 信用卡"",""Citi® Rewards 信用卡及八達通"",""Citi® 白金卡""","香港天際萬豪酒店 - 酒廊","39692685","""食品及飲品8折"",""食品及飲品9折""","https://www.citibank.com.hk/chinese/credit-cards/promotions-year-round-privileges.htm?lid=HKENCBLCCLNTLYEARROUNDOFFERSCCLN","2016-01-01","2016-12-31","""離島大嶼山香港國際機場航天城東路一號香港天際萬豪酒店1樓""","https://www.citibank.com.hk/english/credit-cards/images/logo/img763.jpg","hotel"
"CB-762","zh_TW","Citibank","""Citi® Ultima Card"",""Citi Prestige® 信用卡"",""Citi® PremierMiles 信用卡"",""Citi® Rewards 信用卡及八達通"",""Citi® 白金卡""","香港天際萬豪酒店 - 天翔吧","39692583","""食品及飲品8折"",""食品及飲品9折""","https://www.citibank.com.hk/chinese/credit-cards/promotions-year-round-privileges.htm?lid=HKENCBLCCLNTLYEARROUNDOFFERSCCLN","2016-01-01","2016-12-31","""離島大嶼山香港國際機場航天城東路一號香港天際萬豪酒店M層""","https://www.citibank.com.hk/english/credit-cards/images/logo/img762.jpg","hotel"
"CB-1523","zh_TW","Citibank","""Citi® Ultima Card"",""Citi Prestige® 信用卡"",""Citi® PremierMiles 信用卡"",""Citi® Rewards 信用卡及八達通"",""Citi® 白金卡""","Hotel Indigo - Indicolite Restaurant","39263880","""主餐牌85折""","https://www.citibank.com.hk/chinese/credit-cards/promotions-year-round-privileges.htm?lid=HKENCBLCCLNTLYEARROUNDOFFERSCCLN","2016-01-01","2016-12-31","""香港島灣仔皇后大道東246號港島英迪格酒店2樓 ""","https://www.citibank.com.hk/english/credit-cards/images/logo/img1523.jpg","hotel"
"CB-1525","zh_TW","Citibank","""Citi® Ultima Card"",""Citi Prestige® 信用卡"",""Citi® PremierMiles 信用卡"",""Citi® Rewards 信用卡及八達通"",""Citi® 白金卡""","Hotel Indigo - SKYBAR","39263880","""食品及飲品85折""","https://www.citibank.com.hk/chinese/credit-cards/promotions-year-round-privileges.htm?lid=HKENCBLCCLNTLYEARROUNDOFFERSCCLN","2016-01-01","2016-12-31","""香港島灣仔皇后大道東246號港島英迪格酒店29樓""","https://www.citibank.com.hk/english/credit-cards/images/logo/img1525.jpg","hotel"
"CB-969","zh_TW","Citibank","""Citi® Ultima Card"",""Citi Prestige® 信用卡"",""Citi® PremierMiles 信用卡"",""Citi® Rewards 信用卡及八達通"",""Citi® 白金卡""","隆堡蘭桂坊酒店 - Azure Restaurant Slash Bar ","35189330","""食品及飲品85折""","https://www.citibank.com.hk/chinese/credit-cards/promotions-year-round-privileges.htm?lid=HKENCBLCCLNTLYEARROUNDOFFERSCCLN","2016-01-01","2016-12-31","""香港島中環蘭桂坊雲咸街33號隆堡蘭桂坊酒店29及30樓""","https://www.citibank.com.hk/english/credit-cards/images/logo/img969.jpg","hotel"
"CB-1542","zh_TW","Citibank","""Citi® Ultima Card"",""Citi Prestige® 信用卡"",""Citi® PremierMiles 信用卡"",""Citi® Rewards 信用卡及八達通"",""Citi® 白金卡""","木的地酒店-Horizonte Lounge ","21219888","""主餐牌9折"",""主餐牌95折""","https://www.citibank.com.hk/chinese/credit-cards/promotions-year-round-privileges.htm?lid=HKENCBLCCLNTLYEARROUNDOFFERSCCLN","2016-01-01","2016-12-31","""九龍佐敦長樂街一號木的地酒店29樓""","https://www.citibank.com.hk/english/credit-cards/images/logo/img1542.jpg","hotel"
"CB-970","zh_TW","Citibank","""Citi® Ultima Card"",""Citi Prestige® 信用卡"",""Citi® PremierMiles 信用卡"",""Citi® Rewards 信用卡及八達通"",""Citi® 白金卡""","隆堡麗景酒店 - AVA Restaurant Slash Bar","35500262","""食品及飲品85折""","https://www.citibank.com.hk/chinese/credit-cards/promotions-year-round-privileges.htm?lid=HKENCBLCCLNTLYEARROUNDOFFERSCCLN","2016-01-01","2016-12-31","""九龍尖沙咀赫德道8A隆堡麗景酒店38樓""","https://www.citibank.com.hk/english/credit-cards/images/logo/img970.jpg","hotel"
"CB-967","zh_TW","Citibank","""Citi® Ultima Card"",""Citi Prestige® 信用卡"",""Citi® PremierMiles 信用卡"",""Citi® Rewards 信用卡及八達通"",""Citi® 白金卡""","隆堡麗景酒店 - 咖啡亭","35500275","""自助餐85折""","https://www.citibank.com.hk/chinese/credit-cards/promotions-year-round-privileges.htm?lid=HKENCBLCCLNTLYEARROUNDOFFERSCCLN","2016-01-01","2016-12-31","""九龍尖沙咀赫德道8A隆堡麗景酒店1樓""","https://www.citibank.com.hk/english/credit-cards/images/logo/img967.jpg","hotel"
"CB-971","zh_TW","Citibank","""Citi® Ultima Card"",""Citi Prestige® 信用卡"",""Citi® PremierMiles 信用卡"",""Citi® Rewards 信用卡及八達通"",""Citi® 白金卡""","隆堡麗景酒店 - 甜•","35500275","""全個蛋糕85折""","https://www.citibank.com.hk/chinese/credit-cards/promotions-year-round-privileges.htm?lid=HKENCBLCCLNTLYEARROUNDOFFERSCCLN","2016-01-01","2016-12-31","""九龍尖沙咀赫德道8A隆堡麗景酒店1樓""","https://www.citibank.com.hk/english/credit-cards/images/logo/img971.jpg","hotel"
"CB-1545","zh_TW","Citibank","""Citi® Ultima Card"",""Citi Prestige® 信用卡"",""Citi® PremierMiles 信用卡"",""Citi® Rewards 信用卡及八達通"",""Citi® 白金卡""","逸 • 酒店 - Amplitude","22758778","""主餐牌食品85折"",""雞尾酒85折""","https://www.citibank.com.hk/chinese/credit-cards/promotions-year-round-privileges.htm?lid=HKENCBLCCLNTLYEARROUNDOFFERSCCLN","2016-01-01","2016-12-31","""九龍紅磡蕪湖街83號逸•酒店1樓""","https://www.citibank.com.hk/english/credit-cards/images/logo/img1545.jpg","hotel"
"CB-1323","zh_TW","Citibank","""Citi® Ultima Card"",""Citi Prestige® 信用卡"",""Citi® PremierMiles 信用卡"",""Citi® Rewards 信用卡及八達通"",""Citi® 白金卡""","逸 • 酒店 - Palette","22758778","""自助午餐及晚餐85折""","https://www.citibank.com.hk/chinese/credit-cards/promotions-year-round-privileges.htm?lid=HKENCBLCCLNTLYEARROUNDOFFERSCCLN","2016-01-01","2016-12-31","""九龍紅磡蕪湖街83號逸•酒店1樓""","https://www.citibank.com.hk/english/credit-cards/images/logo/img1323.jpg","hotel"
"CB-1657","zh_TW","Citibank","""Citi® Ultima Card"",""Citi Prestige® 信用卡"",""Citi® PremierMiles 信用卡"",""Citi® Rewards 信用卡及八達通"",""Citi® 白金卡""","登臺酒店 - 廚意","39532222","""免費星級佳釀1支""","https://www.citibank.com.hk/chinese/credit-cards/promotions-year-round-privileges.htm?lid=HKENCBLCCLNTLYEARROUNDOFFERSCCLN","2015-12-01","2016-12-31","""九龍佐敦志和街1號登臺酒店1樓""","https://www.citibank.com.hk/english/credit-cards/images/logo/img1657.jpg","others"
"CB-767","zh_TW","Citibank","""Citi® Ultima Card"",""Citi Prestige® 信用卡"",""Citi® PremierMiles 信用卡"",""Citi® Rewards 信用卡及八達通"",""Citi® 白金卡""","HUE","28389955","""食品及飲品9折""","https://www.citibank.com.hk/chinese/credit-cards/promotions-year-round-privileges.htm?lid=HKENCBLCCLNTLYEARROUNDOFFERSCCLN","2016-01-01","2016-12-31","""香港島銅鑼灣耀華街14號地下""","https://www.citibank.com.hk/english/credit-cards/images/logo/img767.jpg","others"
"CB-1411","zh_TW","Citibank","""Citi® Ultima Card"",""Citi Prestige® 信用卡"",""Citi® PremierMiles 信用卡"",""Citi® Rewards 信用卡及八達通"",""Citi® 白金卡""","許留山","25131138","""正價食品及飲品9折"",""免費獲贈龜苓膏贈劵1張""","https://www.citibank.com.hk/chinese/credit-cards/promotions-year-round-privileges.htm?lid=HKENCBLCCLNTLYEARROUNDOFFERSCCLN","2016-01-01","2016-12-31","""香港島鰂魚涌康山道2號康怡廣場(南)吉之島康怡店地下8舖"",""香港島柴灣興華邨興華商場1樓117舖"",""香港島銅鑼灣怡和街2-6號地下3舖"",""香港島銅鑼灣利園山道19號地下"",""香港島上環干諾道中200號信德中心2樓202舖"",""香港島銅鑼灣霎東街4號地下"",""香港島灣仔軒尼詩道163號地下D舖"",""香港島北角英皇道425-431號安寧大廈地下2舖"",""九龍尖沙咀梳士巴利道3號星光行地下6舖"",""九龍尖沙咀加拿芬道49號地下C舖"",""九龍尖沙咀科學館道14號新文華中心地下G20舖"",""九龍佐敦白加士街43號地下"",""九龍尖沙咀樂道9號地下"",""九龍油麻地上海街263號地下"",""九龍紅磡黃埔花園黃埔美食坊(第8期)地下G01舖"",""九龍旺角西洋菜街南2N新江樓地下6舖"",""九龍旺角亞皆老街74號地下"",""九龍旺角砵蘭街215號德昌商業大廈地下A舖"",""九龍旺角太子道西157號別樹華軒地下13舖"",""九龍大角咀海泓道1號奧海城3期UG101舖"",""九龍九龍城衙前圍道47號地下A舖"",""九龍黃大仙黃大仙中心地下G7舖"",""九龍鑽石山荷里活廣場3樓Kiosk A舖"",""九龍油塘高超道38號大本型LG2層LG204舖"",""九龍觀塘觀塘道418號創紀之城5期apm地面低層LG-5C舖"",""新界將軍澳培成路15號連理街1樓103-104舖"",""九龍九龍灣牛頭角道77號第2期淘大商場地下191舖"",""新界大埔大埔廣場第1期地下14舖"",""新界大埔新達廣場1樓97舖"",""新界大埔富善邨富善商場地下G21舖"",""新界沙田第一城中心地下G86舖"",""新界沙田好運中心3樓37至38舖"",""新界粉嶺粉嶺車站路18號粉嶺名都廣場2樓19舖"",""新界元朗炮仗街14號地下A-B舖"",""新界屯門屯盛街1號屯門市廣場第1期地下G073及G075舖"",""新界屯門鄉事會路雅都商場地下19A舖"",""新界荃灣蕙荃路22-26號綠楊坊F4舖"",""香港島香港仔葵義路2-10號新葵芳花園商場地下16-36及37舖"",""新界青衣青敬路33號青衣城1樓174舖"",""九龍旺角豉油街60號鴻都大廈地下2舖"",""九龍尖沙咀堪富利士道12-16號宏貿發展大廈地下1-2舖"",""香港島淺水灣淺水灣道28號影灣園2樓215舖"",""九龍藍田匯景廣場3樓16舖"",""新界將軍澳寶琳站1樓POA12-13舖"",""新界天水圍天恩路12-18號嘉湖銀座1期商場地下G86"",""九龍尖沙咀彌敦道180號寶華商業大廈地下"",""新界荃灣眾安街68號荃灣千色匯1期地下G025舖""","https://www.citibank.com.hk/english/credit-cards/images/logo/img1411.jpg","others"
"CB-1470","zh_TW","Citibank","""Citi® Ultima Card"",""Citi Prestige® 信用卡"",""Citi® PremierMiles 信用卡"",""Citi® Rewards 信用卡及八達通"",""Citi® 白金卡""","海利公館 - 香檳廊","39880101","""食品及飲品9折""","https://www.citibank.com.hk/chinese/credit-cards/promotions-year-round-privileges.htm?lid=HKENCBLCCLNTLYEARROUNDOFFERSCCLN","2016-01-01","2016-12-31","""九龍尖沙咀廣東道2A號1881海利公館""","https://www.citibank.com.hk/english/credit-cards/images/logo/img1470.jpg","hotel"
"CB-1471","zh_TW","Citibank","""Citi® Ultima Card"",""Citi Prestige® 信用卡"",""Citi® PremierMiles 信用卡"",""Citi® Rewards 信用卡及八達通"",""Citi® 白金卡""","海利公館 - 隆濤院","39880107","""食品及飲品9折""","https://www.citibank.com.hk/chinese/credit-cards/promotions-year-round-privileges.htm?lid=HKENCBLCCLNTLYEARROUNDOFFERSCCLN","2016-01-01","2016-12-31","""九龍尖沙咀廣東道2A號1881海利公館""","https://www.citibank.com.hk/english/credit-cards/images/logo/img1471.jpg","hotel"
"CB-1472","zh_TW","Citibank","""Citi® Ultima Card"",""Citi Prestige® 信用卡"",""Citi® PremierMiles 信用卡"",""Citi® Rewards 信用卡及八達通"",""Citi® 白金卡""","海利公館 - 水警吧","39880103","""食品及飲品9折""","https://www.citibank.com.hk/chinese/credit-cards/promotions-year-round-privileges.htm?lid=HKENCBLCCLNTLYEARROUNDOFFERSCCLN","2016-01-01","2016-12-31","""九龍尖沙咀廣東道2A號1881海利公館""","https://www.citibank.com.hk/english/credit-cards/images/logo/img1472.jpg","hotel"
"CB-1473","zh_TW","Citibank","""Citi® Ultima Card"",""Citi Prestige® 信用卡"",""Citi® PremierMiles 信用卡"",""Citi® Rewards 信用卡及八達通"",""Citi® 白金卡""","海利公館 - 聖喬治","39880220","""食品及飲品9折""","https://www.citibank.com.hk/chinese/credit-cards/promotions-year-round-privileges.htm?lid=HKENCBLCCLNTLYEARROUNDOFFERSCCLN","2016-01-01","2016-12-31","""九龍尖沙咀廣東道2A號1881海利公館""","https://www.citibank.com.hk/english/credit-cards/images/logo/img1473.jpg","hotel"
"CB-1474","zh_TW","Citibank","""Citi® Ultima Card"",""Citi Prestige® 信用卡"",""Citi® PremierMiles 信用卡"",""Citi® Rewards 信用卡及八達通"",""Citi® 白金卡""","海利公館 - 馬堡扒房","39880104","""食品及飲品9折""","https://www.citibank.com.hk/chinese/credit-cards/promotions-year-round-privileges.htm?lid=HKENCBLCCLNTLYEARROUNDOFFERSCCLN","2016-01-01","2016-12-31","""九龍尖沙咀廣東道2A號1881海利公館""","https://www.citibank.com.hk/english/credit-cards/images/logo/img1474.jpg","hotel"
"CB-1475","zh_TW","Citibank","""Citi® Ultima Card"",""Citi Prestige® 信用卡"",""Citi® PremierMiles 信用卡"",""Citi® Rewards 信用卡及八達通"",""Citi® 白金卡""","海利公館 - 長廊餐廳","39880101","""食品及飲品9折""","https://www.citibank.com.hk/chinese/credit-cards/promotions-year-round-privileges.htm?lid=HKENCBLCCLNTLYEARROUNDOFFERSCCLN","2016-01-01","2016-12-31","""九龍尖沙咀廣東道2A號1881海利公館""","https://www.citibank.com.hk/english/credit-cards/images/logo/img1475.jpg","hotel"
"CB-1476","zh_TW","Citibank","""Citi® Ultima Card"",""Citi Prestige® 信用卡"",""Citi® PremierMiles 信用卡"",""Citi® Rewards 信用卡及八達通"",""Citi® 白金卡""","海利公館 - 馬堡閣","39880104","""食品及飲品9折""","https://www.citibank.com.hk/chinese/credit-cards/promotions-year-round-privileges.htm?lid=HKENCBLCCLNTLYEARROUNDOFFERSCCLN","2016-01-01","2016-12-31","""九龍尖沙咀廣東道2A號1881海利公館""","https://www.citibank.com.hk/english/credit-cards/images/logo/img1476.jpg","hotel"
"CB-250","zh_TW","Citibank","""Citi® Ultima Card"",""Citi Prestige® 信用卡"",""Citi® PremierMiles 信用卡"",""Citi® Rewards 信用卡及八達通"",""Citi® 白金卡""","鴻桃酒家","23662829","""正價食品9折""","https://www.citibank.com.hk/chinese/credit-cards/promotions-year-round-privileges.htm?lid=HKENCBLCCLNTLYEARROUNDOFFERSCCLN","2016-01-01","2016-12-31","""九龍尖沙咀加連威老道94號尖東廣場201至203號舖""","https://www.citibank.com.hk/english/credit-cards/images/logo/img250.jpg","chinese"
"CB-1361","zh_TW","Citibank","""Citi® Ultima Card"",""Citi Prestige® 信用卡"",""Citi® PremierMiles 信用卡"",""Citi® Rewards 信用卡及八達通"",""Citi® 白金卡""","香港尖沙咀凱悅酒店 - 咖啡廳","37217700","""自助午餐丶自助晚餐及周末下午茶自助餐85折""","https://www.citibank.com.hk/chinese/credit-cards/promotions-year-round-privileges.htm?lid=HKENCBLCCLNTLYEARROUNDOFFERSCCLN","2016-01-01","2016-12-31","""九龍尖沙咀河內道18號香港尖沙咀凱悅酒店大堂樓層""","https://www.citibank.com.hk/english/credit-cards/images/logo/img1361.jpg","hotel"
"CB-1630","zh_TW","Citibank","""Citi® Ultima Card"",""Citi Prestige® 信用卡"",""Citi® PremierMiles 信用卡"",""Citi® Rewards 信用卡及八達通"",""Citi® 白金卡""","雪糕之森 ","23365116","""朱古力及咖啡豆8折"",""雪糕及甜品課程85折""","https://www.citibank.com.hk/chinese/credit-cards/promotions-year-round-privileges.htm?lid=HKENCBLCCLNTLYEARROUNDOFFERSCCLN","2016-01-01","2016-12-31","""香港島銅鑼灣告士打道311號皇室堡G16號舖"",""九龍觀塘成業街19號成業工業中心6樓611室""","https://www.citibank.com.hk/english/credit-cards/images/logo/img1630.jpg","others"
"CB-634","zh_TW","Citibank","""Citi® Ultima Card"",""Citi Prestige® 信用卡"",""Citi® PremierMiles 信用卡"",""Citi® Rewards 信用卡及八達通"",""Citi® 白金卡""","官燕棧","23906678","""乾燕窩貨品正價9折"",""冬蟲夏草貨品正價85折""","https://www.citibank.com.hk/chinese/credit-cards/promotions-year-round-privileges.htm?lid=HKENCBLCCLNTLYEARROUNDOFFERSCCLN","2016-01-01","2016-12-31","""九龍旺角彌敦道610號荷李活商業中心18樓1803及1805-6室"",""新界荃灣青山道264-298號南豐中心23樓01C-1AB室"",""香港島銅鑼灣羅素街2-4號2000年廣場10樓01-02室"",""新界沙田白鶴汀街10-18號新城市商業大廈6樓610室"",""香港島中環皇后大道中70號卡佛大廈17樓1709-10室"",""新界元朗大棠路23號合益廣場A座地下A51舖"",""新界上水龍深路39號上水廣場4樓431A舖"",""九龍九龍灣偉業街33號德福廣場2期3樓305舖"",""新界將軍澳唐德街9號將軍澳中心1樓113舖"",""新界馬鞍山新港城中心3樓3027舖"",""香港島鰂魚涌康山道1號康怡廣場1樓F6舖"",""新界屯門屯門市廣場1期1樓1043舖"",""九龍尖沙咀彌敦道63號國際廣場LG 06舖"",""九龍尖沙咀梳士巴利道3號星光行地庫B20C舖"",""九龍觀塘觀塘道418號創紀之城5期APM地面低層5B舖"",""新界大埔大明里29-39號金福樓地下C舖"",""新界元朗朗日路8號形點II 2樓A226舖"",""九龍黃大仙龍翔道136號黃大仙中心北館2樓N220舖""","https://www.citibank.com.hk/english/credit-cards/images/logo/img634.jpg","others"
"CB-1058","zh_TW","Citibank","""Citi® Ultima Card"",""Citi Prestige® 信用卡"",""Citi® PremierMiles 信用卡"",""Citi® Rewards 信用卡及八達通"",""Citi® 白金卡""","港島香格里拉大酒店- 龍蝦吧餐廳","28208560","""晚市食品9折""","https://www.citibank.com.hk/chinese/credit-cards/promotions-year-round-privileges.htm?lid=HKENCBLCCLNTLYEARROUNDOFFERSCCLN","2015-01-01","2016-12-31","""香港島中環中區法院道太古廣場6樓""","https://www.citibank.com.hk/english/credit-cards/images/logo/img1058.jpg","hotel"
"CB-1206","zh_TW","Citibank","""Citi® Ultima Card"",""Citi Prestige® 信用卡"",""Citi® PremierMiles 信用卡"",""Citi® Rewards 信用卡及八達通"",""Citi® 白金卡""","港島香格里拉大酒店- 灘萬日本料理","28208570","""晚市食品9折""","https://www.citibank.com.hk/chinese/credit-cards/promotions-year-round-privileges.htm?lid=HKENCBLCCLNTLYEARROUNDOFFERSCCLN","2015-01-01","2016-12-31","""香港島中環中區法院道太古廣場7樓""","https://www.citibank.com.hk/english/credit-cards/images/logo/img1206.jpg","hotel"
"CB-1068","zh_TW","Citibank","""Citi® Ultima Card"",""Citi Prestige® 信用卡"",""Citi® PremierMiles 信用卡"",""Citi® Rewards 信用卡及八達通"",""Citi® 白金卡""","港島香格里拉大酒店- 珀翠餐廳","28208590","""午市及晚市食品85折""","https://www.citibank.com.hk/chinese/credit-cards/promotions-year-round-privileges.htm?lid=HKENCBLCCLNTLYEARROUNDOFFERSCCLN","2015-01-01","2016-12-31","""香港島中環中區法院道太古廣場56樓""","https://www.citibank.com.hk/english/credit-cards/images/logo/img1068.jpg","hotel"
"CB-1398","zh_TW","Citibank","""Citi® Ultima Card"",""Citi Prestige® 信用卡"",""Citi® PremierMiles 信用卡"",""Citi® Rewards 信用卡及八達通"",""Citi® 白金卡""","板長壽司","23144033","""正價食品及飲品92折""","https://www.citibank.com.hk/chinese/credit-cards/promotions-year-round-privileges.htm?lid=HKENCBLCCLNTLYEARROUNDOFFERSCCLN","2016-01-01","2016-12-31","""九龍尖沙咀亞士厘道9-11號順豐大廈地下"",""香港島銅鑼灣東角道24-26號怡東商場2樓281-282號舖"",""九龍觀塘創紀之城5期apm上層大堂UC-41及UC-43號舖"",""香港島太古康山道2號康怡廣場(南座)Aeon康怡店地下L017A室"",""香港島灣仔港灣道30號新鴻基中心1樓137-139號舖"",""新界屯門屯隆街1號錦薈坊K-POINT3樓301-308號舖"",""新界馬鞍山新港城中心4期2樓2117號舖"",""新界將軍澳彩明苑彩明商場(擴建部分)2樓253號舖"",""九龍大角咀海泓道1號奧海城3期地下G23號舖"",""九龍尖沙咀漆咸道南61-65號百樂酒店地下5-8及22號舖"",""新界荃灣楊屋道18號荃新天地第2期高層地下UG82-83號舖"",""香港島柴灣柴灣道238號青年廣場4樓D號舖"",""新界沙田沙田車站圍1號連城廣場零售層39號舖"",""新界屯門湖翠路168-236號海趣坊64號舖"",""新界大埔安邦路8-10號大埔超級城B區2樓217號舖"",""新界火炭駿景路1號駿景廣場G80B-81B號舖"",""九龍荔枝角深盛路8號碧海藍天AEON荔枝角分店地下L006號舖"",""九龍新蒲崗太子道東638號譽港灣商場地下G35號舖"",""香港島中環港鐵香港站L1-12B(I)號舖"",""新界將軍澳唐賢街9號PopCorn商場G05號舖"",""新界天水圍天華路30號頌富廣場第1期地下G016號舖"",""香港島中環擺花街44&44A號祥暉大廈地下1及2號舖"",""香港島西環皇后大道西484-496號及山道17-25號新安大樓地下C及D號舖"",""香港島香港仔南寧街13-23號香港仔中心1期1樓2號舖"",""香港島灣仔灣仔道188號廣生行大廈C及D座高層地下D號舖"",""新界將軍澳欣景路8號新都城中心第2期第1層1010號舖"",""新界天水圍天湖路1號嘉湖山莊樂湖居新北江商場平台層190號舖"",""新界荃灣眾安街68號荃灣千色滙第1期3樓3001-3002號舖"",""新界葵涌葵義路2-10號好爵中心地下43號部份及44-48號舖"",""九龍土瓜灣農圃道18號低層地下10B號號舖"",""九龍黃大仙龍翔道136號黃大仙中心北館地下G07號舖""","https://www.citibank.com.hk/english/credit-cards/images/logo/img1398.jpg","asian,japanese"
